trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
836,False,"{'a': 0.001, 'e': 0.6704360506828508}",20,0,-112.45092698203746,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
837,False,"{'a': 0.001, 'e': 0.6696937482698646}",20,0,-125.94162076253798,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
838,False,"{'a': 0.001, 'e': 0.6689507761631859}",30,11,-85.1262412147564,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
839,False,"{'a': 0.001, 'e': 0.6682071351057867}",25,0,5.192656231848649,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
840,False,"{'a': 0.001, 'e': 0.6674628258413081}",25,0,-92.24012311619825,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
841,False,"{'a': 0.001, 'e': 0.6667178491140593}",25,3,-134.12550318346368,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 3}",1
842,False,"{'a': 0.001, 'e': 0.665972205669017}",25,18,10.504892618753939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.001, 'e': 0.6652258962518245}",25,7,-72.25224384043206,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
844,False,"{'a': 0.001, 'e': 0.6644789216087912}",20,0,-147.8836122883889,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",1
845,False,"{'a': 0.001, 'e': 0.6637312824868916}",25,0,1.2675325142743845,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
846,False,"{'a': 0.001, 'e': 0.6629829796337648}",20,7,-11.901907160291145,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
847,False,"{'a': 0.001, 'e': 0.6622340137977137}",30,0,-105.43652212999662,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
848,False,"{'a': 0.001, 'e': 0.661484385727704}",30,6,-153.52108477157984,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 3}",1
849,False,"{'a': 0.001, 'e': 0.6607340961733636}",20,7,-101.16681069361618,"{0: 6, 1: 2, 2: 2, 3: 2, 4: 1}",1
850,False,"{'a': 0.001, 'e': 0.6599831458849822}",20,0,-95.34752486186676,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
851,False,"{'a': 0.001, 'e': 0.6592315356135099}",25,6,-54.35941493823974,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 0}",1
852,False,"{'a': 0.001, 'e': 0.6584792661105568}",20,6,-60.842412068355785,"{0: 8, 1: 2, 2: 2, 3: 2, 4: 0}",1
853,False,"{'a': 0.001, 'e': 0.6577263381283925}",20,8,-76.35789345613024,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
854,False,"{'a': 0.001, 'e': 0.656972752419945}",30,14,12.219393356261921,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
855,False,"{'a': 0.001, 'e': 0.6562185097387998}",25,0,-5.43670972175532,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
856,False,"{'a': 0.001, 'e': 0.6554636108391995}",25,14,7.3830497308969845,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.001, 'e': 0.6547080564760429}",30,0,-135.03561217420423,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
858,False,"{'a': 0.001, 'e': 0.6539518474048844}",25,0,-42.70143130901672,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
859,False,"{'a': 0.001, 'e': 0.6531949843819331}",20,0,-4.738117789704112,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
860,False,"{'a': 0.001, 'e': 0.6524374681640519}",20,12,-42.65363035390019,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
861,False,"{'a': 0.001, 'e': 0.6516792995087568}",20,9,-6.936226278421561,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
862,False,"{'a': 0.001, 'e': 0.6509204791742165}",20,1,-66.7549781578957,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 1}",1
863,False,"{'a': 0.001, 'e': 0.6501610079192512}",20,3,-72.3913707176463,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 0}",1
864,False,"{'a': 0.001, 'e': 0.6494008865033323}",25,18,-6.798916362943228,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.001, 'e': 0.648640115686581}",25,14,-3.404637280563403,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
866,False,"{'a': 0.001, 'e': 0.647878696229768}",20,0,-58.677851003449234,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
867,False,"{'a': 0.001, 'e': 0.6471166288943128}",20,13,-17.163431405992494,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
868,False,"{'a': 0.001, 'e': 0.6463539144422825}",20,0,-48.87654834902,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
869,False,"{'a': 0.001, 'e': 0.6455905536363918}",25,0,-42.57502219665855,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
870,False,"{'a': 0.001, 'e': 0.6448265472400012}",20,4,-80.83441219429626,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
871,False,"{'a': 0.001, 'e': 0.644061896017117}",20,0,-13.117832449826944,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
872,False,"{'a': 0.001, 'e': 0.6432966007323906}",30,10,-45.99132800143617,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
873,False,"{'a': 0.001, 'e': 0.6425306621511171}",20,8,-32.619998937057,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
874,False,"{'a': 0.001, 'e': 0.6417640810392349}",25,0,-107.92651150935203,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
875,False,"{'a': 0.001, 'e': 0.6409968581633251}",25,12,-11.280060828874431,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.001, 'e': 0.6402289942906106}",20,0,-5.318045684231131,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
877,False,"{'a': 0.001, 'e': 0.6394604901889552}",20,0,-76.50420395940327,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
878,False,"{'a': 0.001, 'e': 0.6386913466268629}",25,0,-97.61790538247395,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
879,False,"{'a': 0.001, 'e': 0.6379215643734771}",20,0,-120.74539580663172,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
880,False,"{'a': 0.001, 'e': 0.6371511441985802}",25,0,-120.27383949906688,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
881,False,"{'a': 0.001, 'e': 0.6363800868725922}",20,0,-89.45161393816943,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
882,False,"{'a': 0.001, 'e': 0.6356083931665703}",20,0,-43.64337254827527,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
883,False,"{'a': 0.001, 'e': 0.6348360638522081}",20,0,-53.7827190775289,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",1
884,False,"{'a': 0.001, 'e': 0.6340630997018352}",20,5,10.891944883260619,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
885,False,"{'a': 0.001, 'e': 0.6332895014884152}",20,7,-72.6741715475041,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
886,False,"{'a': 0.001, 'e': 0.6325152699855466}",30,0,-98.38240531671134,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
887,False,"{'a': 0.001, 'e': 0.6317404059674607}",25,0,-122.68992140207547,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
888,False,"{'a': 0.001, 'e': 0.6309649102090216}",20,0,-153.31065602500072,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
889,False,"{'a': 0.001, 'e': 0.6301887834857247}",30,8,-63.718060014561466,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
890,False,"{'a': 0.001, 'e': 0.6294120265736969}",20,10,-67.86767143985168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
891,False,"{'a': 0.001, 'e': 0.628634640249695}",25,0,-50.04830028257307,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
892,False,"{'a': 0.001, 'e': 0.6278566252911051}",20,3,-7.989153219649336,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
893,False,"{'a': 0.001, 'e': 0.6270779824759424}",20,3,-83.01621956005248,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 1}",1
894,False,"{'a': 0.001, 'e': 0.6262987125828494}",25,0,-129.10554135619765,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
895,False,"{'a': 0.001, 'e': 0.625518816391096}",20,2,-39.22896503029789,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
896,False,"{'a': 0.001, 'e': 0.6247382946805784}",20,0,-38.27709829456683,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
897,False,"{'a': 0.001, 'e': 0.6239571482318181}",30,0,-136.57641472014362,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
898,False,"{'a': 0.001, 'e': 0.6231753778259617}",20,0,-54.959209598512224,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
899,False,"{'a': 0.001, 'e': 0.6223929842447792}",25,0,-165.80953845375507,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
900,False,"{'a': 0.001, 'e': 0.6216099682706644}",20,1,-24.440288315236373,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
901,False,"{'a': 0.001, 'e': 0.6208263306866332}",20,0,-103.21102436178158,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
902,False,"{'a': 0.001, 'e': 0.620042072276323}",25,0,3.2464417765010114,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
903,False,"{'a': 0.001, 'e': 0.6192571938239922}",20,0,-3.642885609147585,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
904,False,"{'a': 0.001, 'e': 0.6184716961145192}",25,0,-54.02245238233922,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
905,False,"{'a': 0.001, 'e': 0.6176855799334016}",20,0,-40.20784449531057,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
906,False,"{'a': 0.001, 'e': 0.6168988460667556}",20,13,-4.937750149699724,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
907,False,"{'a': 0.001, 'e': 0.6161114953013148}",30,10,-71.15886014976569,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
908,False,"{'a': 0.001, 'e': 0.6153235284244302}",25,14,-30.3826635891665,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
909,False,"{'a': 0.001, 'e': 0.6145349462240683}",25,17,3.475032900678124,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.001, 'e': 0.6137457494888116}",20,0,-66.66924844948304,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
911,False,"{'a': 0.001, 'e': 0.6129559390078564}",25,9,-58.34803527142819,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
912,False,"{'a': 0.001, 'e': 0.6121655155710133}",20,1,-102.35607780597478,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
913,False,"{'a': 0.001, 'e': 0.6113744799687056}",20,5,-3.0180090751114137,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
914,False,"{'a': 0.001, 'e': 0.6105828329919689}",30,22,3.108410627395687,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.001, 'e': 0.6097905754324501}",20,0,-51.83548845275649,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
916,False,"{'a': 0.001, 'e': 0.6089977080824067}",20,7,-5.975357341722985,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
917,False,"{'a': 0.001, 'e': 0.608204231734706}",25,0,-52.243192019761615,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
918,False,"{'a': 0.001, 'e': 0.6074101471828242}",20,0,-155.0839619964317,"{0: 6, 1: 2, 2: 9, 3: 3, 4: 0}",0
919,False,"{'a': 0.001, 'e': 0.6066154552208458}",25,0,-90.85753989597768,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
920,False,"{'a': 0.001, 'e': 0.6058201566434628}",20,12,12.681719043988716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.001, 'e': 0.6050242522459737}",25,0,-65.93891813409799,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
922,False,"{'a': 0.001, 'e': 0.6042277428242826}",20,2,-4.094931321479465,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
923,False,"{'a': 0.001, 'e': 0.6034306291748992}",20,7,-28.624881355498786,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
924,False,"{'a': 0.001, 'e': 0.6026329120949367}",25,0,-15.191573814146802,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
925,False,"{'a': 0.001, 'e': 0.6018345923821126}",20,0,-168.47243732895723,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
926,False,"{'a': 0.001, 'e': 0.6010356708347461}",20,2,-36.56244600934193,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
927,False,"{'a': 0.001, 'e': 0.6002361482517589}",20,3,2.7178026401639768,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.001, 'e': 0.5994360254326734}",20,8,-3.227644119762317,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
929,False,"{'a': 0.001, 'e': 0.5986353031776124}",20,7,-57.85334747088888,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 1}",1
930,False,"{'a': 0.001, 'e': 0.5978339822872982}",20,15,3.020407586938716,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.001, 'e': 0.5970320635630515}",25,15,-25.602398235108566,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
932,False,"{'a': 0.001, 'e': 0.596229547806791}",20,13,-20.294904076363416,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
933,False,"{'a': 0.001, 'e': 0.5954264358210324}",20,8,-62.24417776303492,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
934,False,"{'a': 0.001, 'e': 0.5946227284088875}",25,5,-24.218569093568078,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
935,False,"{'a': 0.001, 'e': 0.5938184263740639}",20,0,-94.03491263310315,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
936,False,"{'a': 0.001, 'e': 0.5930135305208633}",25,6,10.969515362719555,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
937,False,"{'a': 0.001, 'e': 0.5922080416541816}",20,0,11.219739891994408,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
938,False,"{'a': 0.001, 'e': 0.5914019605795077}",20,7,-45.6885603086888,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
939,False,"{'a': 0.001, 'e': 0.5905952881029224}",25,4,-2.015461274354581,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
940,False,"{'a': 0.001, 'e': 0.5897880250310982}",20,5,-107.94392178240449,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 2}",1
941,False,"{'a': 0.001, 'e': 0.5889801721712982}",25,3,-19.536922633646917,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
942,False,"{'a': 0.001, 'e': 0.588171730331375}",20,8,-14.493848818301188,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
943,False,"{'a': 0.001, 'e': 0.5873627003197706}",20,16,8.242809976852106,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.001, 'e': 0.5865530829455147}",25,0,6.371058430419399,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
945,False,"{'a': 0.001, 'e': 0.5857428790182249}",20,7,-47.53669546393061,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
946,False,"{'a': 0.001, 'e': 0.5849320893481047}",25,9,-4.953017079290611,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
947,False,"{'a': 0.001, 'e': 0.5841207147459441}",20,0,-77.81326490794427,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
948,False,"{'a': 0.001, 'e': 0.5833087560231173}",25,0,-36.9947682121,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
949,False,"{'a': 0.001, 'e': 0.582496213991583}",20,13,-29.908074481616016,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
950,False,"{'a': 0.001, 'e': 0.5816830894638835}",30,0,-70.22661260461763,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
951,False,"{'a': 0.001, 'e': 0.5808693832531429}",25,2,-85.31197192377772,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 2}",1
952,False,"{'a': 0.001, 'e': 0.5800550961730674}",20,11,-48.9615479430647,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
953,False,"{'a': 0.001, 'e': 0.579240229037944}",20,13,-5.564794624396616,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.001, 'e': 0.57842478266264}",30,0,6.146529673571418,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
955,False,"{'a': 0.001, 'e': 0.5776087578626015}",25,18,-0.6527197794409139,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
956,False,"{'a': 0.001, 'e': 0.5767921554538531}",30,15,-33.72867360201676,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
957,False,"{'a': 0.001, 'e': 0.5759749762529975}",25,0,-68.94398157858504,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
958,False,"{'a': 0.001, 'e': 0.5751572210772136}",25,9,-72.86726928012908,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
959,False,"{'a': 0.001, 'e': 0.5743388907442566}",20,14,-2.6348158018394954,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
960,False,"{'a': 0.001, 'e': 0.5735199860724567}",25,16,18.849747315753937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.001, 'e': 0.5727005078807185}",25,14,-7.298517540067107,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
962,False,"{'a': 0.001, 'e': 0.5718804569885201}",25,6,-67.13455356618468,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
963,False,"{'a': 0.001, 'e': 0.5710598342159123}",20,10,-69.5106870365194,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
964,False,"{'a': 0.001, 'e': 0.570238640383518}",20,11,-38.230539455904385,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
965,False,"{'a': 0.001, 'e': 0.5694168763125309}",20,0,-94.82475834102705,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
966,False,"{'a': 0.001, 'e': 0.5685945428247148}",25,0,-139.13678125585744,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
967,False,"{'a': 0.001, 'e': 0.5677716407424033}",25,0,-14.36293723733205,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
968,False,"{'a': 0.001, 'e': 0.5669481708884984}",25,0,-39.29278148760383,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
969,False,"{'a': 0.001, 'e': 0.5661241340864698}",20,0,-71.53632851378437,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
970,False,"{'a': 0.001, 'e': 0.5652995311603544}",20,0,-89.76772192317384,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
971,False,"{'a': 0.001, 'e': 0.5644743629347548}",25,0,-78.50615270553806,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
972,False,"{'a': 0.001, 'e': 0.5636486302348394}",25,1,-213.23379158511904,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 4}",1
973,False,"{'a': 0.001, 'e': 0.5628223338863407}",20,13,4.432929562488033,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.001, 'e': 0.561995474715555}",20,0,-27.734820318442154,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
975,False,"{'a': 0.001, 'e': 0.5611680535493414}",20,4,-31.335287940297526,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
976,False,"{'a': 0.001, 'e': 0.5603400712151211}",20,9,-49.68772767727363,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
977,False,"{'a': 0.001, 'e': 0.5595115285408763}",25,5,-64.27586608811288,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
978,False,"{'a': 0.001, 'e': 0.5586824263551494}",20,0,-46.86991536934338,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
979,False,"{'a': 0.001, 'e': 0.5578527654870429}",20,0,-96.88508434712287,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",1
980,False,"{'a': 0.001, 'e': 0.5570225467662173}",20,0,-20.794645359228266,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
981,False,"{'a': 0.001, 'e': 0.5561917710228914}",20,0,-19.79161434287563,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
982,False,"{'a': 0.001, 'e': 0.5553604390878408}",30,0,-98.19701472709235,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
983,False,"{'a': 0.001, 'e': 0.5545285517923974}",25,0,-66.67731643775392,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
984,False,"{'a': 0.001, 'e': 0.5536961099684484}",20,14,-2.6021117064450623,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.001, 'e': 0.5528631144484356}",20,2,-82.14716558670338,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
986,False,"{'a': 0.001, 'e': 0.5520295660653544}",25,0,-60.786532625494125,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
987,False,"{'a': 0.001, 'e': 0.5511954656527531}",25,0,-10.77171365624434,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
988,False,"{'a': 0.001, 'e': 0.5503608140447321}",25,2,-9.50319091698621,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
989,False,"{'a': 0.001, 'e': 0.549525612075943}",20,0,-150.67781942833892,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 2}",0
990,False,"{'a': 0.001, 'e': 0.5486898605815875}",20,0,-95.83996057771945,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
991,False,"{'a': 0.001, 'e': 0.5478535603974173}",20,5,-26.801512640853844,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
992,False,"{'a': 0.001, 'e': 0.5470167123597323}",20,9,-41.93106152427638,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
993,False,"{'a': 0.001, 'e': 0.5461793173053804}",20,14,-7.1820589482327435,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
994,False,"{'a': 0.001, 'e': 0.5453413760717568}",20,0,-129.16721871852536,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
995,False,"{'a': 0.001, 'e': 0.5445028894968026}",20,0,-38.622642982877025,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
996,False,"{'a': 0.001, 'e': 0.5436638584190042}",25,0,-68.20358119096991,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
997,False,"{'a': 0.001, 'e': 0.5428242836773928}",25,18,5.674557610749828,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.001, 'e': 0.5419841661115429}",20,3,12.159908546564155,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
999,False,"{'a': 0.001, 'e': 0.5411435065615721}",20,4,-94.25572905414136,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 2}",1
1000,False,"{'a': 0.001, 'e': 0.5403023058681397}",30,0,-87.80637529157835,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
1001,False,"{'a': 0.001, 'e': 0.5394605648724464}",20,12,-39.48990861006134,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
1002,False,"{'a': 0.001, 'e': 0.5386182844162335}",20,0,-26.578664893317825,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1003,False,"{'a': 0.001, 'e': 0.5377754653417808}",25,0,-83.32492230064415,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
1004,False,"{'a': 0.001, 'e': 0.5369321084919078}",25,0,-152.21814522299056,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
1005,False,"{'a': 0.001, 'e': 0.5360882147099707}",20,0,29.612169919156138,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1006,False,"{'a': 0.001, 'e': 0.5352437848398639}",30,10,-4.670228214082733,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1007,False,"{'a': 0.001, 'e': 0.5343988197260167}",25,4,-30.83868818944699,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 0}",1
1008,False,"{'a': 0.001, 'e': 0.5335533202133944}",20,8,-16.954773009945917,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1009,False,"{'a': 0.001, 'e': 0.5327072871474963}",30,5,-106.8565993163928,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",1
1010,False,"{'a': 0.001, 'e': 0.5318607213743555}",20,13,14.055603738881178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.001, 'e': 0.5310136237405374}",30,12,-15.675736695015242,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
1012,False,"{'a': 0.001, 'e': 0.5301659950931401}",25,0,-141.29041135549915,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
1013,False,"{'a': 0.001, 'e': 0.5293178362797918}",20,8,-42.10554345279538,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1014,False,"{'a': 0.001, 'e': 0.5284691481486513}",25,4,-77.67056355735924,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
1015,False,"{'a': 0.001, 'e': 0.5276199315484067}",20,4,-44.17155853644795,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
1016,False,"{'a': 0.001, 'e': 0.5267701873282746}",20,0,15.841908570646105,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1017,False,"{'a': 0.001, 'e': 0.525919916337999}",20,11,-1.7421613106669447,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1018,False,"{'a': 0.001, 'e': 0.5250691194278508}",20,8,-75.45481407868331,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
1019,False,"{'a': 0.001, 'e': 0.524217797448627}",20,10,-24.076036225325264,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
